,Unnamed: 0,statnNo,statnNm,km,express,location,people,time,transfer,sameTrans,diffTrans,trainTrans,airTrans,platform,transport,store,public_med_facility,multi_facility
17,3,704,103rd Street­Corona Plaza,2.9,0,1,-0.280737630884655,0.11564150167375503,-0.7361132065580931,-0.48330009424352754,-0.8962581595302718,-0.6123724356957944,-0.6831300510639732,-0.5423261445466404,-0.4714045207910318,1.0995830557565605,0.9579176606469672,0.47140452079103173
18,4,705,Junction Boulevard,3.5,0,1,-0.2540322113507631,-0.7323961772671147,-0.3987279868856337,-0.48330009424352754,0.04267895997763195,-0.6123724356957944,1.4638501094227998,-0.5423261445466404,-0.4714045207910318,0.8985512505489899,0.7288503939705184,0.23570226039551587
19,5,706,90th Street­Elmhurst Avenue,4.1,0,1,-0.34295621964022044,-0.7323961772671147,-0.7361132065580931,-0.48330009424352754,-0.8962581595302718,-0.6123724356957944,-0.6831300510639732,-0.5423261445466404,-0.4714045207910318,0.4294770383979918,3.4776575940879026,0.23570226039551587
20,6,707,82nd Street­Jackson Heights,4.7,0,1,-0.36387714452790326,-0.7323961772671147,-0.7361132065580931,-0.48330009424352754,-0.8962581595302718,-0.6123724356957944,-0.6831300510639732,-0.5423261445466404,0.8249579113843056,1.1665936574924174,0.7288503939705184,2.121320343559643
21,7,708,74th Street­Broadway,5.4,0,1,0.3089180324236777,-0.7323961772671147,1.288198111476663,0.6981001361295398,1.9205531989934395,-0.6123724356957944,1.4638501094227998,-0.5423261445466404,3.4176827757349804,0.8985512505489899,0.49978312729406976,0.23570226039551587
22,8,709,69th Street,5.8,0,1,-0.5477313611227423,0.11564150167375503,-0.3987279868856337,-0.48330009424352754,0.04267895997763195,-0.6123724356957944,1.4638501094227998,-0.5423261445466404,0.8249579113843056,-0.24062897896057686,-0.1874186727352762,-0.7071067811865476
23,9,710,61st Street­Woodside,6.3,1,1,-0.338945367951734,0.11564150167375503,0.276042452459285,-0.48330009424352754,1.9205531989934395,1.6329931618554518,1.4638501094227998,-0.5423261445466404,-0.4714045207910318,0.7645300470772761,-1.103687739441071,-0.23570226039551587
24,10,711,52nd Street,7.2,0,1,-0.528785629528887,0.11564150167375503,-0.7361132065580931,-0.48330009424352754,-0.8962581595302718,-0.6123724356957944,-0.6831300510639732,-0.5423261445466404,-0.4714045207910318,-0.709703191111575,-0.4164859394117249,-0.47140452079103173
25,11,712,46th Street­Bliss Street,7.8,0,1,-0.4121887600922345,-0.7323961772671147,-0.7361132065580931,-0.48330009424352754,-0.8962581595302718,-0.6123724356957944,-0.6831300510639732,-0.5423261445466404,-0.4714045207910318,0.9655618522848467,-0.4164859394117249,-0.23570226039551587
26,12,713,40th Street­Lowery Street,8.2,0,1,-0.4643499870761682,-0.7323961772671147,-0.7361132065580931,-0.48330009424352754,-0.8962581595302718,-0.6123724356957944,-0.6831300510639732,-0.5423261445466404,-0.4714045207910318,0.2954558349262781,-0.8746204727646222,-0.7071067811865476
27,13,714,33rd Street­Rawson Street,8.9,0,1,-0.4735809924697701,-0.7323961772671147,-0.7361132065580931,-0.48330009424352754,-0.8962581595302718,-0.6123724356957944,-0.6831300510639732,-0.5423261445466404,-0.4714045207910318,-0.9777455980550024,-0.8746204727646222,-0.7071067811865476
28,14,715,Queensboro Plaza,9.8,1,1,-0.3570042780667281,0.11564150167375503,-0.06134276721317437,0.30430005933851734,-0.8962581595302718,-0.6123724356957944,-0.6831300510639732,1.8439088914585773,-0.4714045207910318,0.0274134279828506,-0.4164859394117249,-0.7071067811865476
29,15,716,Court Square,10.6,1,1,-0.24572833750324352,0.11564150167375503,0.276042452459285,0.6981001361295398,-0.8962581595302718,-0.6123724356957944,-0.6831300510639732,-0.5423261445466404,-0.4714045207910318,-0.17361837722472,-0.6455532060881736,0.47140452079103173
30,16,717,Hunters Point Avenue,11.3,1,1,-0.5299747765119055,0.11564150167375503,-0.3987279868856337,-0.48330009424352754,0.04267895997763195,1.6329931618554518,-0.6831300510639732,-0.5423261445466404,-0.4714045207910318,-1.5138304119418573,-1.103687739441071,-0.7071067811865476
31,17,718,Vernon Boulevard­Jackson Avenue,11.7,1,0,-0.37883217946688275,-0.7323961772671147,-0.3987279868856337,-0.48330009424352754,0.04267895997763195,1.6329931618554518,-0.6831300510639732,-0.5423261445466404,-0.4714045207910318,0.2954558349262781,0.49978312729406976,0.0
32,18,719,Grand Central­42nd Street,14.0,1,0,1.8919346822583465,1.8117168595554944,1.288198111476663,1.0919002129205622,0.9816160794855358,1.6329931618554518,-0.6831300510639732,1.8439088914585773,0.8249579113843056,1.300614860964131,0.2707158606176211,-0.23570226039551587
33,19,720,Fifth Avenue,14.7,1,0,0.31641570492677795,0.11564150167375503,0.6134276721317443,1.0919002129205622,-0.8962581595302718,-0.6123724356957944,-0.6831300510639732,1.8439088914585773,-0.4714045207910318,-1.6478516154135712,-0.6455532060881736,-0.7071067811865476
34,20,721,Times Square­42nd Street,15.2,1,0,3.9067930822312547,-0.7323961772671147,3.6498946491838784,3.8485007504577196,0.9816160794855358,-0.6123724356957944,-0.6831300510639732,1.8439088914585773,-0.4714045207910318,-0.17361837722472,0.2707158606176211,-0.23570226039551587
35,21,722,34th Street­Hudson Yards,16.9,1,0,-0.2968213477058216,1.8117168595554944,-0.3987279868856337,-0.48330009424352754,0.04267895997763195,-0.6123724356957944,-0.6831300510639732,1.8439088914585773,-0.4714045207910318,-1.3798092084701437,0.04164859394117245,-0.47140452079103173
36,0,DT01,시부야,0.0,1,0,4.758730171927838,-2.8329691642716983,4.794423703623303,2.097617696340303,4.959409710928415,5.099019513592785,5.099019513592785,2.82842712474619,1.801996396010812,1.5273834265147133,-0.8905590829213794,3.051080285585895
37,1,DT02,이케지리오하시,1.9,0,0,-0.1812705820208634,0.05345224838248503,-0.36064249098051393,-0.47673129462279606,-0.2917299829957891,-0.19611613513818404,-0.19611613513818404,-0.35355339059327373,-1.0599978800063599,0.7088924605503402,-0.7070087375864386,-0.8104432008587534
38,2,DT03,산겐자야,3.3,1,0,0.4986500629414251,0.05345224838248503,0.2121426417532435,2.097617696340303,-0.2917299829957891,-0.19611613513818404,-0.19611613513818404,-0.35355339059327373,-1.0599978800063599,0.7718533040860612,2.4133471331075547,0.4767312946227961
